movie_id,Action,Adventure,Animation,Childrens,Comedy,Crime,Documentary,Drama,Fantasy,Film_Noir,Horror,Musical,Mystery,Romance,Sci_Fi,Thriller,War,Western,movie_title
264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Mimic (1997)
265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Hunt for Red October (dot) The (1990)
266,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kull the Conqueror (1997)
267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown
268,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Chasing Amy (1997)
269,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Full Monty (dot) The (1997)
270,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Gattaca (1997)
271,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Starship Troopers (1997)
272,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Good Will Hunting (1997)
273,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Heat (1995)
274,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Sabrina (1995)
275,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Sense and Sensibility (1995)
276,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Leaving Las Vegas (1995)
277,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Restoration (1995)
278,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Bed of Roses (1996)
279,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Once Upon a Time... When We Were Colored (1995)
280,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Up Close and Personal (1996)
281,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,River Wild (dot) The (1994)
282,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Time to Kill (dot) A (1996)
283,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Emma (1996)
284,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Tin Cup (1996)
285,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Secrets & Lies (1996)
286,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,English Patient (dot) The (1996)
287,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Marvin's Room (1996)
288,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Scream (1996)
289,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Evita (1996)
290,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Fierce Creatures (1997)
291,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Absolute Power (1997)
292,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Rosewood (1997)
293,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Donnie Brasco (1997)
294,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Liar Liar (1997)
295,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Breakdown (1997)
296,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Promesse (dot) La (1996)
297,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ulee's Gold (1997)
298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Face/Off (1997)
299,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,Hoodlum (1997)
300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Air Force One (1997)
301,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,In & Out (1997)
302,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,L.A. Confidential (1997)
303,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ulee's Gold (1997)
304,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fly Away Home (1996)
305,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ice Storm (dot) The (1997)
306,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Mrs. Brown (Her Majesty (dot) Mrs. Brown) (1997)
307,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,Devil's Advocate (dot) The (1997)
308,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,FairyTale: A True Story (1997)
309,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Deceiver (1997)
310,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Rainmaker (dot) The (1997)
311,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,Wings of the Dove (dot) The (1997)
312,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,Midnight in the Garden of Good and Evil (1997)
313,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Titanic (1997)
314,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3 Ninjas: High Noon At Mega Mountain (1998)
315,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Apt Pupil (1998)
316,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,As Good As It Gets (1997)
317,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,In the Name of the Father (1993)
318,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Schindler's List (1993)
319,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,Everyone Says I Love You (1996)
320,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Paradise Lost: The Child Murders at Robin Hood Hills (1996)
321,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Mother (1996)
322,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Murder at 1600 (1997)
323,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Dante's Peak (1997)
324,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lost Highway (1997)
325,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Crash (1996)
326,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,G.I. Jane (1997)
327,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Cop Land (1997)
328,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,Conspiracy Theory (1997)
329,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Desperate Measures (1998)
330,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,187 (1997)
331,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Edge (dot) The (1997)
332,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Kiss the Girls (1997)
333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Game (dot) The (1997)
334,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,U Turn (1997)
335,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,How to Be a Player (1997)
336,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Playing God (1997)
337,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,House of Yes (dot) The (1997)
338,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Bean (1997)
339,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Mad City (1997)
340,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Boogie Nights (1997)
341,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Critical Care (1997)
342,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Man Who Knew Too Little (dot) The (1997)
343,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Alien: Resurrection (1997)
344,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Apostle (dot) The (1997)
345,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Deconstructing Harry (1997)
346,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Jackie Brown (1997)
347,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Wag the Dog (1997)
348,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Desperate Measures (1998)
349,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Hard Rain (1998)
350,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Fallen (1998)
351,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Prophecy II (dot) The (1998)
352,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Spice World (1997)
353,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Deep Rising (1998)
354,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Wedding Singer (dot) The (1998)
355,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Sphere (1998)
356,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,Client (dot) The (1994)
357,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,One Flew Over the Cuckoo's Nest (1975)
358,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Spawn (1997)
359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Assignment (dot) The (1997)
360,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Wonderland (1997)
361,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Incognito (1997)
362,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Blues Brothers 2000 (1998)
363,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sudden Death (1995)
364,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Ace Ventura: When Nature Calls (1995)
365,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Powder (1995)
366,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Dangerous Minds (1995)
367,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Clueless (1995)
368,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Bio-Dome (1996)
369,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Sheep (1996)
370,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Mary Reilly (1996)
371,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Bridges of Madison County (dot) The (1995)
372,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Jeffrey (1995)
373,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Judge Dredd (1995)
374,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mighty Morphin Power Rangers: The Movie (1995)
375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Showgirls (1995)
376,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Houseguest (1994)
377,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Heavyweights (1994)
378,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Miracle on 34th Street (1994)
379,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Tales From the Crypt Presents: Demon Knight (1995)
380,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Star Trek: Generations (1994)
381,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Muriel's Wedding (1994)
382,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Adventures of Priscilla (dot) Queen of the Desert (dot) The (1994)
383,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Flintstones (dot) The (1994)
384,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Naked Gun 33 1/3: The Final Insult (1994)
385,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,True Lies (1994)
386,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Addams Family Values (1993)
387,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Age of Innocence (dot) The (1993)
388,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverly Hills Cop III (1994)
389,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Beauty (1994)
390,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Fear of a Black Hat (1993)
391,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Last Action Hero (1993)
392,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Man Without a Face (dot) The (1993)
393,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Mrs. Doubtfire (1993)
394,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,Radioland Murders (1994)
395,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Robin Hood: Men in Tights (1993)
396,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,Serial Mom (1994)
397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Striking Distance (1993)
398,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Super Mario Bros. (1993)
399,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Three Musketeers (dot) The (1993)
400,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Little Rascals (dot) The (1994)
401,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Brady Bunch Movie (dot) The (1995)
402,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,Ghost (1990)
403,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Batman (1989)
404,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pinocchio (1940)
405,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Mission: Impossible (1996)
406,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Thinner (1996)
407,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Spy Hard (1996)
408,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Close Shave (dot) A (1995)
409,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Jack (1996)
410,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Kingpin (1996)
411,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,Nutty Professor (dot) The (1996)
412,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Brady Sequel (dot) A (1996)
413,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Tales from the Crypt Presents: Bordello of Blood (1996)
414,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,My Favorite Year (1982)
415,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Apple Dumpling Gang (dot) The (1975)
416,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Old Yeller (1957)
417,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Parent Trap (dot) The (1961)
418,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Cinderella (1950)
419,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Mary Poppins (1964)
420,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Alice in Wonderland (1951)
421,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,William Shakespeare's Romeo and Juliet (1996)
422,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Aladdin and the King of Thieves (1996)
423,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,E.T. the Extra-Terrestrial (1982)
424,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Children of the Corn: The Gathering (1996)
425,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Bob Roberts (1992)
426,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Transformers: The Movie (dot) The (1986)
427,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,To Kill a Mockingbird (1962)
428,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Harold and Maude (1971)
429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Day the Earth Stood Still (dot) The (1951)
430,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Duck Soup (1933)
431,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highlander (1986)
432,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Fantasia (1940)
433,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Heathers (1989)
434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Forbidden Planet (1956)
435,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Butch Cassidy and the Sundance Kid (1969)
436,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,American Werewolf in London (dot) An (1981)
437,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Amityville 1992: It's About Time (1992)
438,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Amityville 3-D (1983)
439,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Amityville: A New Generation (1993)
440,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Amityville II: The Possession (1982)
441,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Amityville Horror (dot) The (1979)
442,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Amityville Curse (dot) The (1990)
443,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Birds (dot) The (1963)
444,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Blob (dot) The (1958)
445,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Body Snatcher (dot) The (1945)
446,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Burnt Offerings (1976)
447,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Carrie (1976)
448,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Omen (dot) The (1976)
449,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Star Trek: The Motion Picture (1979)
450,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Star Trek V: The Final Frontier (1989)
451,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,Grease (1978)
452,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Jaws 2 (1978)
453,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Jaws 3-D (1983)
454,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bastard Out of Carolina (1996)
455,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jackie Chan's First Strike (1996)
456,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverly Hills Ninja (1997)
457,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Free Willy 3: The Rescue (1997)
458,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nixon (1995)
459,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cry (dot) the Beloved Country (1995)
460,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Crossing Guard (dot) The (1995)
461,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Smoke (1995)
462,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Like Water For Chocolate (Como agua para chocolate) (1992)
463,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Secret of Roan Inish (dot) The (1994)
464,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Vanya on 42nd Street (1994)
465,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jungle Book (dot) The (1994)
466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Red Rock West (1992)
467,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bronx Tale (dot) A (1993)
468,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Rudy (1993)
469,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Short Cuts (1993)
470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Tombstone (1993)
471,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Courage Under Fire (1996)
472,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Dragonheart (1996)
473,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,James and the Giant Peach (1996)
474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)
475,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Trainspotting (1996)
476,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,First Wives Club (dot) The (1996)
477,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matilda (1996)
478,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Philadelphia Story (dot) The (1940)
479,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Vertigo (1958)
480,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,North by Northwest (1959)
481,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Apartment (dot) The (1960)
482,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Some Like It Hot (1959)
483,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,Casablanca (1942)
484,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Maltese Falcon (dot) The (1941)
485,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,My Fair Lady (1964)
486,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Sabrina (1954)
487,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Roman Holiday (1953)
488,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunset Blvd. (1950)
489,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,Notorious (1946)
490,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,To Catch a Thief (1955)
491,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adventures of Robin Hood (dot) The (1938)
492,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,East of Eden (1955)
493,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Thin Man (dot) The (1934)
494,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,His Girl Friday (1940)
495,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Around the World in 80 Days (1956)
496,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,It's a Wonderful Life (1946)
497,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Bringing Up Baby (1938)
498,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,African Queen (dot) The (1951)
499,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cat on a Hot Tin Roof (1958)
500,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fly Away Home (1996)
501,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Dumbo (1941)
502,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Bananas (1971)
503,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Candidate (dot) The (1972)
504,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Bonnie and Clyde (1967)
505,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Dial M for Murder (1954)
506,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Rebel Without a Cause (1955)
507,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Streetcar Named Desire (dot) A (1951)
508,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,People vs. Larry Flynt (dot) The (1996)
509,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,My Left Foot (1989)
510,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Magnificent Seven (dot) The (1954)
511,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Lawrence of Arabia (1962)
512,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,Wings of Desire (1987)
513,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Third Man (dot) The (1949)
514,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Annie Hall (1977)
515,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Boot (dot) Das (1981)
516,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Local Hero (1983)
517,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,Manhattan (1979)
518,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Miller's Crossing (1990)
519,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Treasure of the Sierra Madre (dot) The (1948)
520,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Great Escape (dot) The (1963)
521,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Deer Hunter (dot) The (1978)
522,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Down by Law (1986)
523,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Cool Hand Luke (1967)
524,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Great Dictator (dot) The (1940)
525,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Big Sleep (dot) The (1946)
526,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ben-Hur (1959)
527,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Gandhi (1982)
528,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Killing Fields (dot) The (1984)
529,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,My Life as a Dog (Mitt liv som hund) (1985)
530,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Man Who Would Be King (dot) The (1975)
531,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Shine (1996)
