movie_id,Animation,Children's,Comedy,Adventure,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,Sci-Fi,Documentary,War,Musical,Mystery,Film-Noir,Western,title
792,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Hungarian Fairy Tale， A (1987)
793,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993)
794,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Midnight Dancers (Sibak) (1994)
795,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Somebody to Love (1994)
796,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Very Natural Thing， A (1974)
797,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Old Lady Who Walked in the Sea， The (Vieille qui marchait dans la mer， La) (1991)
798,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Daylight (1996)
799,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Frighteners， The (1996)
800,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Lone Star (1996)
801,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harriet the Spy (1996)
802,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Phenomenon (1996)
803,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Walking and Talking (1996)
804,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,She's the One (1996)
805,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Time to Kill， A (1996)
806,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,American Buffalo (1996)
807,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Rendezvous in Paris (Rendez-vous de Paris， Les) (1995)
808,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alaska (1996)
809,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Fled (1996)
810,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Kazaam (1996)
811,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bewegte Mann， Der (1994)
812,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Magic Hunter (1994)
813,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Larger Than Life (1996)
814,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Boy Called Hate， A (1995)
815,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Power 98 (1995)
816,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Two Deaths (1995)
818,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Brady Sequel， A (1996)
819,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Stefano Quantestorie (1993)
820,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Death in the Garden (Mort en ce jardin， La) (1956)
821,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Crude Oasis， The (1995)
822,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Hedd Wyn (1992)
823,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Collectionneuse， La (1967)
824,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Kaspar Hauser (1993)
825,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Echte Kerle (1996)
826,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Diebinnen (1995)
827,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Convent， The (Convento， O) (1995)
828,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adventures of Pinocchio， The (1996)
829,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Joe's Apartment (1996)
830,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,First Wives Club， The (1996)
831,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Stonewall (1995)
832,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Ransom (1996)
833,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High School High (1996)
834,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Phat Beach (1996)
835,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Foxfire (1996)
836,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Chain Reaction (1996)
837,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matilda (1996)
838,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Emma (1996)
839,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Crow: City of Angels， The (1996)
840,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,House Arrest (1996)
841,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Eyes Without a Face (1959)
842,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Tales from the Crypt Presents: Bordello of Blood (1996)
843,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Lotto Land (1995)
844,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Story of Xinghua， The (1993)
845,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Day the Sun Turned Cold， The (Tianguo niezi) (1994)
846,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Flirt (1995)
847,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Big Squeeze， The (1996)
848,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Spitfire Grill， The (1996)
849,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Escape from L.A. (1996)
850,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Cyclo (1995)
851,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Basquiat (1996)
852,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tin Cup (1996)
853,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Dingo (1992)
854,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Ballad of Narayama， The (Narayama Bushiko) (1958)
855,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Every Other Weekend (1990)
856,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mille bolle blu (1993)
857,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Crows and Sparrows (1949)
858,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Godfather， The (1972)
859,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Hippie Revolution， The (1996)
860,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maybe， Maybe Not (Bewegte Mann， Der) (1994)
861,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Supercop (1992)
862,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Manny & Lo (1996)
863,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Celestial Clockwork (1994)
864,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Wife， The (1995)
865,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Small Faces (1995)
866,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,Bound (1996)
867,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carpool (1996)
868,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Death in Brunswick (1991)
869,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Kansas City (1996)
870,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gone Fishin' (1997)
871,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lover's Knot (1996)
872,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Aiqing wansui (1994)
873,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Shadow of Angels (Schatten der Engel) (1976)
874,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Killer: A Journal of Murder (1995)
875,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Nothing to Lose (1994)
876,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Police Story 4: Project S (Chao ji ji hua) (1993)
877,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Girls Town (1996)
878,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bye-Bye (1995)
879,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Relic， The (1997)
880,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Island of Dr. Moreau， The (1996)
881,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,First Kid (1996)
882,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Trigger Effect， The (1996)
884,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Sweet Nothing (1995)
885,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Bogus (1996)
886,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bulletproof (1996)
887,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Talk of Angels (1998)
888,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Land Before Time III: The Time of the Great Giving (1995)
889,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1-900 (1994)
890,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Baton Rouge (1988)
891,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Halloween: The Curse of Michael Myers (1995)
892,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Twelfth Night (1996)
893,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Mother Night (1996)
894,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Liebelei (1933)
895,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Venice/Venice (1992)
896,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Wild Reeds (1994)
897,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,For Whom the Bell Tolls (1943)
898,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Philadelphia Story， The (1940)
899,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Singin' in the Rain (1952)
900,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,American in Paris， An (1951)
901,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Funny Face (1957)
902,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Breakfast at Tiffany's (1961)
903,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Vertigo (1958)
904,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Rear Window (1954)
905,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,It Happened One Night (1934)
906,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Gaslight (1944)
907,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Gay Divorcee， The (1934)
908,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,North by Northwest (1959)
909,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Apartment， The (1960)
910,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Some Like It Hot (1959)
911,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Charade (1963)
912,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Casablanca (1942)
913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Maltese Falcon， The (1941)
914,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,My Fair Lady (1964)
915,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Sabrina (1954)
916,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Roman Holiday (1953)
917,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Little Princess， The (1939)
918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Meet Me in St. Louis (1944)
919,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Wizard of Oz， The (1939)
920,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Gone with the Wind (1939)
921,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,My Favorite Year (1982)
922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)
923,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Citizen Kane (1941)
924,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,2001: A Space Odyssey (1968)
925,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Golden Earrings (1947)
926,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,All About Eve (1950)
927,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Women， The (1939)
928,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Rebecca (1940)
929,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Foreign Correspondent (1940)
930,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,Notorious (1946)
931,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Spellbound (1945)
932,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Affair to Remember， An (1957)
933,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,To Catch a Thief (1955)
934,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Father of the Bride (1950)
935,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Band Wagon， The (1953)
936,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Ninotchka (1939)
937,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Love in the Afternoon (1957)
938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Gigi (1958)
939,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Reluctant Debutante， The (1958)
940,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Adventures of Robin Hood， The (1938)
941,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mark of Zorro， The (1940)
942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,Laura (1944)
943,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Ghost and Mrs. Muir， The (1947)
944,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Lost Horizon (1937)
945,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Top Hat (1935)
946,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,To Be or Not to Be (1942)
947,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,My Man Godfrey (1936)
948,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Giant (1956)
949,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,East of Eden (1955)
950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Thin Man， The (1934)
951,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,His Girl Friday (1940)
952,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Around the World in 80 Days (1956)
953,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,It's a Wonderful Life (1946)
954,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Mr. Smith Goes to Washington (1939)
955,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bringing Up Baby (1938)
956,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Penny Serenade (1941)
957,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Scarlet Letter， The (1926)
958,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Lady of Burlesque (1943)
959,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Of Human Bondage (1934)
960,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Angel on My Shoulder (1946)
961,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Little Lord Fauntleroy (1936)
962,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,They Made Me a Criminal (1939)
963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Inspector General， The (1949)
964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Angel and the Badman (1947)
965,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,39 Steps， The (1935)
966,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Walk in the Sun， A (1945)
967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Outlaw， The (1943)
968,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Night of the Living Dead (1968)
969,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,African Queen， The (1951)
970,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Beat the Devil (1954)
971,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Cat on a Hot Tin Roof (1958)
972,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Last Time I Saw Paris， The (1954)
973,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Meet John Doe (1941)
974,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Algiers (1938)
975,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Something to Sing About (1937)
976,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Farewell to Arms， A (1932)
977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Moonlight Murder (1936)
978,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Blue Angel， The (Blaue Engel， Der) (1930)
979,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Nothing Personal (1995)
980,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,In the Line of Duty 2 (1987)
981,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Dangerous Ground (1997)
982,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Picnic (1955)
983,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Madagascar Skin (1995)
984,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Pompatus of Love， The (1996)
985,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Small Wonders (1996)
986,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fly Away Home (1996)
987,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Bliss (1997)
988,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Grace of My Heart (1996)
989,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Schlafes Bruder (Brother of Sleep) (1995)
990,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Maximum Risk (1996)
991,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Michael Collins (1996)
992,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Rich Man's Wife， The (1996)
993,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Infinity (1996)
994,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Big Night (1996)
996,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,Last Man Standing (1996)
997,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Caught (1996)
998,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Set It Off (1996)
999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2 Days in the Valley (1996)
1000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Curdled (1996)
1001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Associate， The (L'Associe)(1982)
1002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ed's Next Move (1996)
1003,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Extreme Measures (1996)
1004,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Glimmer Man， The (1996)
1005,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D3: The Mighty Ducks (1996)
1006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Chamber， The (1996)
1007,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Apple Dumpling Gang， The (1975)
1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Davy Crockett， King of the Wild Frontier (1955)
1009,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Escape to Witch Mountain (1975)
1010,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Love Bug， The (1969)
1011,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Herbie Rides Again (1974)
1012,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Old Yeller (1957)
1013,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Parent Trap， The (1961)
1014,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Pollyanna (1960)
1015,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Homeward Bound: The Incredible Journey (1993)
1016,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shaggy Dog， The (1959)
1017,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Swiss Family Robinson (1960)
1018,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,That Darn Cat! (1965)
1019,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,20，000 Leagues Under the Sea (1954)
1020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cool Runnings (1993)
1021,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Angels in the Outfield (1994)
1022,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cinderella (1950)
1023,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winnie the Pooh and the Blustery Day (1968)
1024,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Three Caballeros， The (1945)
1025,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sword in the Stone， The (1963)
1026,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,So Dear to My Heart (1949)
1027,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Robin Hood: Prince of Thieves (1991)
1028,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Mary Poppins (1964)
1029,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Dumbo (1941)
1030,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Pete's Dragon (1977)
1031,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bedknobs and Broomsticks (1971)
1032,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Alice in Wonderland (1951)
1033,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fox and the Hound， The (1981)
1034,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Freeway (1996)
1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Sound of Music， The (1965)
1036,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Die Hard (1988)
1037,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Lawnmower Man， The (1992)
1038,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Unhook the Stars (1996)
1039,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Synthetic Pleasures (1995)
1040,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Secret Agent， The (1996)
1041,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Secrets & Lies (1996)
1042,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,That Thing You Do! (1996)
1043,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,To Gillian on Her 37th Birthday (1996)
1044,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Surviving Picasso (1996)
1045,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Love Is All There Is (1996)
1046,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Beautiful Thing (1996)
1047,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Long Kiss Goodnight， The (1996)
1049,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ghost and the Darkness， The (1996)
1050,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Looking for Richard (1996)
1051,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Trees Lounge (1996)
1052,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Proprietor， The (1996)
1053,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Normal Life (1996)
1054,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Get on the Bus (1996)
1055,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Shadow Conspiracy (1997)
1056,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Jude (1996)
1057,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Everyone Says I Love You (1996)
1058,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bitter Sugar (Azucar Amargo) (1996)
1059,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,William Shakespeare's Romeo and Juliet (1996)
1060,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Swingers (1996)
1061,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Sleepers (1996)
1062,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Sunchaser， The (1996)
1063,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Johns (1996)
